CUST ID;BALANCE;BALANCE FREQUENCY;PURCHASES;ONEOFF PURCHASES;INSTALLMENTS PURCHASES;CASH ADVANCE;PURCHASES FREQUENCY;ONEOFF PURCHASES FREQUENCY;PURCHASES INSTALLMENTS FREQUENCY;CASH ADVANCE FREQUENCY;CASH ADVANCE TRX;PURCHASES TRX;CREDIT LIMIT;PAYMENTS;MINIMUM PAYMENTS;PRC FULL PAYMENT;TENURE
C15775;501.360.034;1;107.27;107.27;0;0;0.25;0.25;0;0;0;3;7500;614.163.281;188.038.862;0;12
C15776;67.284.733;1;1969.47;1796.79;172.68;0;0.5;0.4;0.1;0;0;7;5500;1.204.587.035;238.195.134;0.1;10
C15777;1.308.128.024;1;623.03;0;623.03;0;0.916667;0;0.833333;0;0;15;1500;306.967.651;356.087.522;0;12
C15778;29.929.842;0.272727;259.59;0;259.59;0;0.166667;0;0.166667;0;0;3;2500;682.334.296;175.624.776;1;12
C15779;8.894.553.534;1;476.84;476.84;0;6.098.490.836;0.166667;0.166667;0;0.583333;16;3;12000;2.163.376.448;2.871.461.432;0;12
C15780;40.778.677;1;100.98;100.98;0;0;0.333333;0.333333;0;0;0;4;400;227.659.466;196.226.103;0;12
C15781;46.816.731;1;539.88;0;539.88;0;1;0;1;0;0;14;6000;457.377.375;187.088.484;0.75;12
C15782;18.430.156;0.454545;342.5;342.5;0;0;0.083333;0.083333;0;0;0;2;6000;230.757.968;73.567.323;0;12
C15783;1.393.098.681;1;353.43;0;353.43;1.465.018.056;0.7;0;0.6;0.2;3;14;1500;491.576.263;502.718.043;0;10
C15784;6.403.101;1;646.5;95;551.5;0;0.833333;0.166667;0.666667;0;0;17;1500;564.329.726;151.912.905;1;12
C15785;47.783.061;0.181818;0;0;0;545.183.508;0;0;0;0.166667;2;0;3000;0;;0;12
C15786;425.549.034;1;151.68;0;151.68;0;1;0;1;0;0;12;1000;72.454.987;270.085.264;0;12
C15787;907.371.097;1;55.65;0;55.65;0;0.166667;0;0.166667;0;0;3;1000;416.818.116;603.735.158;0;12
C15789;2.828.808.139;1;199;0;199;0;0.25;0;0.166667;0;0;3;8000;61.569.756;792.533.866;0;12
C15790;1.372.443.049;1;0;0;0;3.895.022.384;0;0;0;0.333333;7;0;2500;26.972.213;679.634.933;0;12
C15791;34.351.126;0.545455;45.65;45.65;0;0;0.083333;0.083333;0;0;0;1;1500;79.207.316;208.550.713;0;12
C15792;2.997.999.455;1;288.4;0;288.4;931.971.634;0.75;0;0.75;0.166667;2;9;9000;1.733.213.844;705.163.246;0;12
C15793;2.223.497.527;1;132.28;0;132.28;1.380.807.166;0.75;0;0.75;0.125;3;6;3000;244.379.096;582.083.146;0;8
C15794;4.506.810.924;1;0;0;0;312.118.407;0;0;0;0.363636;7;0;5000;1.194.027.733;1.726.574.128;0;11
C15795;32.290.778;1;1185.34;1185.34;0;0;0.583333;0.583333;0;0;0;10;8000;42.889.277;176.271.756;0.666667;12
C15796;1.394.245.166;1;684.85;61.85;623;1.574.545.965;0.583333;0.083333;0.416667;0.416667;9;7;1500;2.411.283.485;129.178.569;0.090909;12
C15797;433.979.083;0.545455;0;0;0;2.779.963.478;0;0;0;0.166667;4;0;1500;1.596.987.626;187.596.016;0.083333;12
C15798;294.280.019;1;19.9;19.9;0;75.255.164;0.083333;0.083333;0;0.166667;2;1;1000;214.638.861;174.577.973;0;12
C15799;356.669.878;0.909091;0;0;0;390.549.563;0;0;0;0.166667;2;0;1200;1.936.324.445;117.244.717;0.285714;12
C15800;379.198.083;1;40;0;40;0;0.166667;0;0.166667;0;0;3;2900;224.790.156;212.520.426;0;12
C15801;264.051.708;1;63;63;0;39.762.754;0.083333;0.083333;0;0.083333;1;1;5000;360.123.912;192.075.716;0;12
C15802;218.894.935;1;568.34;568.34;0;0;0.333333;0.333333;0;0;0;4;3000;27.974.723;241.723.393;0;12
C15803;255.628.716;1;2525.88;1640.96;884.92;0;1;0.583333;1;0;0;47;6000;1.936.907.938;198.598.427;0.416667;12
C15804;2.584.317.807;1;0;0;0;6.036.492.283;0;0;0;0.25;7;0;3000;6.024.595.066;826.013.735;0.181818;12
C15805;1.283.560.983;0.454545;0;0;0;871.427.059;0;0;0;0.25;4;0;4000;4.525.286.325;408.805.328;0.090909;12
C15806;7.634.737;0.272727;61.26;0;61.26;0;0.25;0;0.25;0;0;3;4000;247.778.082;139.574.077;0.25;12
C15807;2.091.627.351;1;4361.04;2325.83;2035.21;4.224.133.411;1;0.666667;1;0.833333;27;109;2500;7.608.515.679;915.803.727;0.083333;12
C15808;31.299.159;0.5;185.13;0;185.13;0;0.5;0;0.333333;0;0;3;3000;289.706.891;85.464.647;1;6
C15809;520.521.822;1;820.29;820.29;0;0;0.916667;0.916667;0;0;0;11;6000;2.295.229.351;274.668.404;0;12
C15810;95.162.463;1;1000;0;1000;0;0.75;0;0.625;0;0;8;11500;824.871.032;101.683.837;0.8;8
C15811;1.930.738.051;0.9;0;0;0;2.396.848.186;0;0;0;0.1;2;0;2500;364.208.749;710.889.925;0;10
C15812;880.259.646;1;831.52;609.37;222.15;0;0.5;0.333333;0.416667;0;0;20;1200;975.402.992;22.925.572;0;12
C15813;1.593.655.423;1;358.7;111.3;247.4;618.455.892;0.416667;0.083333;0.25;0.25;5;8;2000;467.499.859;449.473.659;0;12
C15814;31.303.174;1;322.41;0;322.41;0;0.916667;0;0.833333;0;0;11;1500;266.683.039;168.946.603;0.7;12
C15815;4.628.109.931;1;912.54;0;912.54;0;1;0;1;0;0;21;5000;3.746.305.759;5.637.004.117;0;12
C15816;7.992.356;1;196.66;0;196.66;0;0.166667;0;0.083333;0;0;2;7000;900.711;29.862.755;0.083333;12
C15817;16.646.768;0.818182;135.28;0;135.28;0;0.5;0;0.5;0;0;6;4000;212.020.939;142.655.139;0.111111;12
C15818;356.883.731;1;929.29;929.29;0;0;1;1;0;0;0;13;1200;158.756.373;193.337.889;0.166667;12
C15819;1.706.846.933;0.857143;1000;1000;0;202.236.136;0.142857;0.142857;0;0.714286;13;1;2500;862.833.252;233.053.173;0;7
C15820;3.842.454.902;1;0;0;0;6.381.534.619;0;0;0;0.5;24;0;6500;386.974.895;1.742.491.124;0.083333;12
C15821;66.296.517;1;56.44;0;56.44;0;0.333333;0;0.333333;0;0;4;1500;110.099.433;166.020.925;0;12
C15822;35.771.638;1;443.04;0;443.04;0;1;0;1;0;0;12;1500;404.189.925;151.005.361;1;12
C15823;2.431.019.916;0.818182;729.82;729.82;0;2.555.909.872;0.181818;0.181818;0;0.181818;13;4;3500;46.969.049;1.892.400.199;0;11
C15824;558.530.457;1;515.28;0;515.28;656.485.086;1;0;1;0.25;4;12;6000;1.353.941.998;223.075.253;0;12
C15825;897.877.807;1;1758.75;0;1758.75;2.557.126.189;0.583333;0;0.416667;0.416667;10;7;6000;3.349.425.019;243.137.378;0.363636;12
C15826;0.734665;0.777778;254.23;0;254.23;0;0.555556;0;0.555556;0;0;5;1500;0;;0;9
C15827;1.163.135.011;1;0;0;0;884.506.039;0;0;0;0.166667;6;0;1200;222.485.191;420.701.352;0;12
C15828;225.404.563;0.727273;2424.34;1963.74;460.6;0;0.666667;0.416667;0.166667;0;0;9;7500;302.304.845;169.574.114;0.6;12
C15829;1.298.539.837;1;42.56;0;42.56;0;0.25;0;0.25;0;0;3;1500;278.050.986;814.495.329;0;12
C15830;59.614.155;0.818182;438;0;438;0;1;0;1;0;0;12;1500;525.046.566;149.110.815;0.090909;12
C15831;2.648.784.405;1;6697.57;5281.17;1416.4;0;0.916667;0.916667;1;0;0;65;8200;298.480.545;678.731.919;0;12
C15832;391.673.369;1;1944.64;1333.38;611.26;0;0.833333;0.666667;0.583333;0;0;29;6000;2.218.376.164;211.587.611;0.083333;12
C15833;1.190.007.646;1;0;0;0;1.491.137.439;0;0;0;0.25;4;0;1500;175.509.452;546.469.472;0;12
C15834;152.255.187;0.833333;894.28;894.28;0;0;0.5;0.5;0;0;0;5;4000;304.061.592;84.043.137;0;6
C15835;269.966.481;0.636364;0;0;0;1.579.555.134;0;0;0;0.166667;2;0;3000;2.097.898.378;272.284.192;0.125;12
C15836;4.539.839.383;1;384;209;175;74.101.229;1;0.083333;0.916667;0.083333;1;13;5000;879.549.573;2.035.107.418;0;12
C15837;25.383.911;1;401.16;0;401.16;0;0.916667;0;0.833333;0;0;11;2500;419.168.947;164.819.559;1;12
C15838;964.386.954;1;0;0;0;1.852.449.594;0;0;0;0.166667;4;0;3200;558.640.448;5.766.252.183;0.166667;12
C15839;121.671.833;0.818182;540;540;0;0;0.583333;0.583333;0;0;0;9;1800;238.201.855;231.170.968;0.285714;12
C15840;337.269.093;1;0;0;0;149.696.598;0;0;0;0.083333;1;0;1200;482.296.401;191.122.638;0;12
C15841;92.902.071;1;812.74;618.4;194.34;0;1;1;0.416667;0;0;18;4000;708.651.818;176.003.434;0.583333;12
C15842;14.223.042;1;0;0;0;115.324.837;0;0;0;0.083333;1;0;3000;3.489.163.639;5.873.275.911;0.083333;12
C15843;6.542.818;0.571429;178;0;178;0;0.857143;0;0.571429;0;0;6;1500;231.111.728;19.703.002;0;7
C15844;80.198.389;0.454545;981.75;459;522.75;0;0.583333;0.083333;0.5;0;0;14;1000;1.381.850.719;58.816.069;0.1;12
C15845;153.377.124;1;2048.5;846.79;1201.71;0;1;0.25;1;0;0;51;7000;1.512.631.142;178.977.455;1;12
C15846;445.179.998;1;0;0;0;58.770.943;0;0;0;0.25;3;0;500;197.851.349;214.062.758;0;12
C15847;26.572.803;1;277.33;0;277.33;0;1;0;0.916667;0;0;17;6000;258.265.698;129.984.016;1;12
C15848;1.337.133.737;1;0;0;0;73.354.616;0;0;0;0.083333;1;0;1500;349.862.368;350.033.702;0;12
C15849;487.723.632;1;0;0;0;978.210.005;0;0;0;0.083333;1;0;1500;1.454.589.519;184.288.462;0.083333;12
C15850;248.742.306;1;113.25;0;113.25;512.570.394;0.416667;0;0.416667;0.083333;3;5;2500;600.106.329;1.033.145.181;0;12
C15851;4.966.985;0.181818;59.34;0;59.34;0;0.166667;0;0.166667;0;0;2;2000;360.724.808;111.894.178;0.5;12
C15852;171.267.988;1;2062.67;1455.11;607.56;0;1;1;1;0;0;39;7500;1.913.827.405;180.637.896;0.75;12
C15853;845.930.093;1;2384.15;1206.43;1177.72;1.950.164.327;1;0.916667;0.833333;0.083333;2;62;2500;4.029.993.964;23.249.717;0.272727;12
C15854;1.380.729.836;1;145.94;145.94;0;589.017.161;0.083333;0.083333;0;0.166667;10;3;1800;610.851.898;610.251.148;0;12
C15856;97.064.177;0.545455;863.97;114;749.97;0;0.416667;0.083333;0.416667;0;0;9;7000;1.384.018.459;103.701.385;0.363636;12
C15857;930.322.044;1;444.96;0;444.96;0;1;0;1;0;0;12;1000;630.302.306;657.600.716;0;12
C15858;126.169.985;1;1155;0;1155;0;0.833333;0;0.833333;0;0;10;3900;1.375.353.007;158.020.499;0.909091;12
C15859;832.183.808;1;0;0;0;1.991.951.203;0;0;0;0.333333;9;0;2500;1.497.093.428;255.621.363;0;12
C15860;253.367.476;0.909091;626.69;0;626.69;0;0.416667;0;0.416667;0;0;5;1500;969.151.872;176.889.617;0;12
C15861;2.111.244.939;0.818182;147.12;147.12;0;1.578.669.085;0.083333;0.083333;0;0.166667;5;1;6500;4.014.564.637;47.589.936;0;12
C15862;1.450.649.137;1;0;0;0;1.782.155.586;0;0;0;0.25;4;0;4000;843.588.576;316.380.664;0;12
C15863;4.593.098.361;0.777778;0;0;0;6.944.484.735;0;0;0;0.333333;9;0;7000;1.108.771.839;1.744.975.926;0;9
C15864;3.598.913.061;1;53.13;53.13;0;2.767.233.925;0.083333;0.083333;0;0.25;6;1;6000;868.558.084;1.233.962.964;0;12
C15865;106.390.419;1;1038.38;1038.38;0;0;0.666667;0.666667;0;0;0;14;6000;918.029.106;140.547.255;0.6;12
C15866;82.476.563;1;637.44;0;637.44;0;1;0;1;0;0;12;4000;623.916.338;179.604.687;0.75;12
C15867;117.324.773;1;1101;0;1101;0;1;0;1;0;0;21;7500;1.002.953.582;178.537.408;0.5;12
C15868;1.634.663;0.545455;267.06;25;242.06;0;0.5;0.083333;0.5;0;0;7;1000;318.011.069;113.606.953;0.272727;12
C15869;244.762.454;1;116.16;26.16;90;729.174.169;0.5;0.083333;0.416667;0.083333;1;7;7500;525.469.962;571.995.314;0;12
C15870;1.421.787.032;1;0;0;0;2.017.846.783;0;0;0;0.583333;16;0;1500;2.180.007.785;622.671.345;0;12
C15871;1.219.143.484;0.666667;0;0;0;1.893.219.765;0;0;0;0.5;3;0;2000;204.789.406;274.065.414;0;6
C15872;2.456.499.396;1;4791.33;2067.8;2723.53;0;1;0.666667;1;0;0;78;6500;839.407.521;81.736.242;0;12
C15873;59.064.314;0.363636;686;0;686;0;0.333333;0;0.25;0;0;7;3000;840.254.381;182.922.865;0;12
C15874;1.042.614.416;1;0;0;0;119.716.756;0;0;0;0.083333;2;0;1200;269.011.259;437.211.705;0;12
C15875;685.139.075;0.909091;4004;117;3887;1.061.627.014;0.909091;0.181818;0.818182;0.363636;17;18;7500;67.465.317;220.117.798;0;11
C15876;3.871.433.675;1;0;0;0;975.139.233;0;0;0;0.083333;5;0;9500;903.655.941;953.264.819;0;12
C15877;646.398.621;1;839.05;192.95;646.1;0;1;0.166667;1;0;0;19;4500;1.350.435.597;248.178.351;0.083333;12
C15878;802.086.509;0.818182;2008.98;1990.65;18.33;0;0.583333;0.583333;0.083333;0;0;28;4500;468.463.615;302.127.133;0;12
C15879;3.881.679.582;1;15.92;15.92;0;2.183.782.456;0.083333;0.083333;0;0.333333;9;1;5500;1.032.183.632;1.129.747.227;0;12
C15880;7.886.777.059;1;0;0;0;1.287.604.361;0;0;0;0.454545;20;0;12000;110.809.622;2.275.686.103;0.090909;11
C15881;1.466.852.542;1;543.58;543.58;0;0;0.25;0.25;0;0;0;4;2500;518.150.669;355.284.593;0;12
C15882;47.162.463;0.909091;1276.72;810;466.72;0;0.416667;0.083333;0.333333;0;0;5;6000;602.244.665;94.668.806;0.166667;12
C15883;525.918.697;0.909091;522.2;0;522.2;1.748.234.165;1;0;1;0.583333;10;18;2500;2.609.937.964;155.337.674;0.181818;12
C15885;2.466.452.707;1;118.72;44.8;73.92;0;0.166667;0.083333;0.083333;0;0;3;5000;73.201.795;908.384.613;0;12
C15886;1.184.120.178;1;69.49;0;69.49;1.719.993.551;0.083333;0;0.083333;0.5;8;2;1400;71.225.724;385.314.668;0;12
C15887;1.084.649.802;1;0;0;0;708.865.975;0;0;0;0.181818;10;1;1500;973.731.202;252.062.796;0;11
C15888;1.414.422.361;1;90.03;0;90.03;0;0.833333;0;0.833333;0;0;12;1500;323.893.824;492.851.078;0;12
C15889;79.470.417;0.727273;601.84;0;601.84;0;0.583333;0;0.5;0;0;7;7500;7.991.846;133.319.408;0.363636;12
C15890;170.086.639;0.909091;1218.11;980.87;237.24;0;0.75;0.5;0.166667;0;0;9;6000;1.277.281.619;152.507.474;0.222222;12
C15891;585.537.233;1;178;0;178;723.138.529;0.333333;0;0.333333;0.083333;3;4;1000;1.198.443.149;316.758.371;0.083333;12
C15892;124.506.347;1;1194.54;1194.54;0;0;0.916667;0.916667;0;0;0;11;7500;961.895.302;169.006.513;1;12
C15893;7.834.073.316;1;239.58;0;239.58;5.160.785.017;0.083333;0;0.083333;0.333333;5;2;12000;8.848.955.996;2.295.921.053;0;12
C15894;1.079.097.023;1;247.44;0;247.44;0;1;0;1;0;0;12;1200;503.445.403;302.481.716;0;12
C15895;176.169.297;1;0;0;0;950.448.895;0;0;0;0.25;7;0;2000;414.860.394;452.085.171;0;12
C15896;1.874.572.121;1;0;0;0;1.359.837.109;0;0;0;0.916667;17;0;2500;329.797.397;507.068.261;0;12
C15897;1.024.314.763;1;0;0;66.95;450.106.755;0;0;0.083333;0.25;5;0;13000;1.882.490.974;5.624.605.818;0;12
C15898;812.317.275;1;404.91;0;404.91;0;0.75;0;0.75;0;0;18;1000;573.841.447;318.793.218;0;12
C15899;511.825.603;0.909091;362.48;0;362.48;0;0.416667;0;0.416667;0;0;10;2000;2.400.443.969;377.084.941;0;12
C15900;142.742.297;1;61;0;61;4.327.398.235;0.166667;0;0.083333;0.583333;14;2;9000;5.907.105.978;389.155.496;0.166667;12
C15901;4.932.396.527;1;0;0;0;245.596.578;0;0;0;0.166667;3;0;6000;5.403.894.447;1.443.712.209;0;12
C15902;275.470.825;1;2967.42;1903.72;1063.7;0;0.916667;0.666667;0.916667;0;0;40;3500;2.569.455.026;169.807.651;0.333333;12
C15903;55.539.236;0.909091;201.27;201.27;0;0;0.083333;0.083333;0;0;0;1;7500;467.319.744;14.425.972;0.111111;12
C15904;403.816.601;0.9;3431;0;3431;0;0.9;0;0.8;0;0;15;10000;2.370.440.541;139.047.088;0.7;10
C15905;1.799.320.009;1;0;0;0;872.408.101;0;0;0;0.083333;2;0;2000;298.163.408;718.578.894;0;12
C15906;1.821.024.103;1;0;0;0;323.218.285;0;0;0;0.166667;4;0;1800;954.718.474;1.910.925.633;0;12
C15907;0.892901;0.363636;492;0;492;0;1;0;1;0;0;24;7500;450.655.804;19.582.178;0;12
C15908;1.267.621.753;1;107.05;64.55;42.5;0;0.416667;0.25;0.083333;0;0;5;4000;505.790.714;38.236.978;0;12
C15909;1.201.204.437;1;117.89;117.89;0;0;0.333333;0.333333;0;0;0;4;1200;283.696.314;454.665.216;0;12
C15910;1.343.200.147;1;848.53;0;848.53;0;0.666667;0;0.666667;0;0;14;5500;817.669.027;333.092.064;0;12
C15912;626.359.675;1;2102.13;1091.37;1010.76;157.803.608;1;0.833333;0.916667;0.5;23;45;1000;3.537.414.389;228.297.707;0.272727;12
C15913;644.987.222;0.714286;0;0;0;1.059.025.424;0;0;0;0.142857;3;0;1200;148.120.171;132.494.842;0;7
C15914;1.474.532.261;1;106;106;0;36.308.611;0.083333;0.083333;0;0.083333;2;2;3000;349.349.174;434.513.783;0;12
C15915;6.241.937.842;1;0;0;0;1.107.193.364;0;0;0;0.333333;4;0;12000;1.218.103.139;1.475.203.723;0.090909;12
C15916;11.566.281;1;148.56;0;148.56;0;1;0;0.916667;0;0;12;1500;128.994.977;139.382.867;0.090909;12
C15917;74.105.358;1;0;0;0;37.527.333;0;0;0;0.083333;1;0;1200;1.267.067.064;231.513.272;0;12
C15918;48.660.932;1;651.08;100;551.08;0;1;0.083333;1;0;0;17;3500;706.145.992;174.363.145;0.916667;12
C15919;1.139.691.004;1;117;117;0;0;0.083333;0.083333;0;0;0;1;1200;492.089.429;437.099.794;0;12
C15920;1.207.465.786;1;125;25;100;0;0.333333;0.083333;0.166667;0;0;4;1800;1.872.705.924;458.501.302;0.090909;12
C15921;3.160.087.236;1;0;0;0;757.003.109;0;0;0;0.083333;1;0;8000;74.490.895;715.509.134;0;12
C15922;1.184.723.988;0.636364;373.44;373.44;0;0;0.083333;0.083333;0;0;0;1;12000;6.674.591.055;384.155.979;0;12
C15923;561.346.036;1;4430.12;2992.49;1437.63;80.614.627;1;1;0.75;0.083333;1;68;4500;3.750.631.255;183.469.161;0.083333;12
C15924;0;0;1021.56;0;1021.56;0;1;0;1;0;0;36;3000;0;;0;12
C15925;3.200.184.366;1;0;0;0;2.139.707.578;0;0;0;0.083333;1;0;5000;780.190.463;920.718.093;0;12
C15926;408.724.408;1;89.39;89.39;0;108.912.198;0.083333;0.083333;0;0.083333;1;1;3000;166.426.897;211.611.083;0;12
C15927;1.898.265;0.272727;327.37;0;327.37;0;0.333333;0;0.333333;0;0;11;6500;1.430.996.352;137.788.624;1;12
C15928;986.828.539;1;417.25;394.76;22.49;778.725.777;0.333333;0.333333;0.083333;0.083333;1;7;1200;1.706.126.097;398.734.242;0;12
C15929;3.144.690.403;1;865.94;865.94;0;0;0.25;0.25;0;0;0;4;3500;1.018.210.531;977.712.784;0;12
C15930;20.208.047;1;190.96;0;190.96;0;0.25;0;0.25;0;0;3;1000;156.408.373;173.016.455;0.083333;12
C15931;371.896.615;1;332;0;332;850.393.519;1;0;1;0.2;5;10;2500;1.756.127.984;126.406.004;0.111111;10
C15932;4.450.957.226;1;8445.96;1987.85;6458.11;0;1;0.75;1;0;0;224;6500;4.792.662.317;1.124.614.121;0;12
C15933;2.754.041.187;1;132;41;91;2.959.646.926;0.25;0.083333;0.083333;0.583333;30;3;5000;635.462.392;849.355.936;0;12
C15934;17.245.539;0.636364;19.5;0;19.5;0;0.083333;0;0.083333;0;0;1;1500;95.789.433;119.880.198;0;12
C15935;4.940.113.918;1;814.66;814.66;0;908.434.086;0.583333;0.583333;0;0.083333;1;8;10000;1.904.849.069;1.428.029.439;0;12
C15936;1.826.387.864;1;0;0;0;89.176.017;0;0;0;0.166667;2;0;2000;367.804.353;4.653.581.451;0;12
C15937;793.213.204;1;1011.16;488.99;522.17;0;0.833333;0.333333;0.5;0;0;19;1000;842.847.535;307.591.569;0;12
C15938;983.363.407;1;275.06;0;275.06;0;0.5;0;0.5;0;0;6;1000;587.715.737;316.239.935;0;12
C15939;473.807.764;0.818182;546.94;0;546.94;0;1;0;1;0;0;19;7000;1.612.129.418;121.996.148;0;12
C15940;406.033.426;1;1007.27;1007.27;0;2.779.207.967;0.833333;0.833333;0;0.75;23;23;9500;134.899.396;1.492.995.627;0;12
C15941;3.007.035.526;1;209.02;209.02;0;2.484.069.695;0.25;0.25;0;0.75;24;4;6000;1.285.267.277;688.582.671;0;12
C15943;51.640.761;1;453.24;0;453.24;0;1;0;1;0;0;12;5000;507.364.658;170.772.711;0.363636;12
C15944;1.864.427;0.090909;0;0;0;93.468.447;0;0;0;0.083333;1;0;1800;0;;0;12
C15945;57.657.781;0.818182;587.25;0;587.25;0;0.75;0;0.75;0;0;9;1000;779.274.805;138.599.057;0.857143;12
C15946;1.876.872.139;1;0;0;0;741.088.191;0;0;0;0.083333;1;0;2300;94.091.574;583.146.807;0;12
C15947;1.496.172.117;1;0;0;0;1.357.679.075;0;0;0;0.25;4;0;6500;368.342.402;318.402.704;0;12
C15948;312.025.648;1;339.96;0;339.96;3.585.834.892;1;0;1;0.25;3;12;8000;861.174.315;893.770.943;0;12
C15949;0;0;102.72;0;102.72;0;1;0;1;0;0;12;1500;0;;0;12
C15950;4.646.574.386;1;773.22;760.16;13.06;0;0.833333;0.833333;0.083333;0;0;16;4900;1.379.043.262;2.171.800.125;0;12
C15951;6.223.173.969;1;0;0;0;3.607.876.623;0;0;0;0.25;5;0;7500;1.373.795.303;1.450.180.855;0;12
C15952;269.816.561;0.636364;1965.95;1965.95;0;0;0.083333;0.083333;0;0;0;2;5500;0;;0;12
C15953;1.851.622.011;1;200;200;0;152.692.363;0.083333;0.083333;0;0.083333;1;1;2000;71.234.021;798.280.589;0;12
C15954;10.334.498;0.272727;62.36;62.36;0;0;0.083333;0.083333;0;0;0;1;1800;23.296.458;119.309.297;0;12
C15955;434.729.411;0.545455;1486.5;594.6;891.9;392.060.381;0.333333;0.083333;0.25;0.083333;3;4;3700;722.869.205;324.522.761;0;12
C15956;5.938.788.939;1;3394.94;1705.78;1689.16;0;1;0.833333;0.916667;0;0;59;12000;1.367.537.734;1.374.956.496;0;12
C15957;766.491.179;1;799.92;0;799.92;0;1;0;1;0;0;24;5200;1.351.417.476;25.054.894;0;12
C15958;4.735.107.991;1;0;0;0;2.934.049.373;0;0;0;0.333333;10;0;6000;1.141.819.186;1.469.022.473;0;12
C15959;153.029.332;0.8;256.69;256.69;0;3.271.076.793;0.1;0.1;0;0.4;4;3;4000;441.551.162;45.465.029;0;10
C15960;261.946.133;0.909091;1215.64;145;1070.64;0;0.5;0.166667;0.416667;0;0;15;6500;573.280.563;285.852.332;0;12
C15961;0.288293;0.090909;0;0;0;60.618.161;0;0;0;0.083333;1;0;2000;3.630.305.137;82.240.686;0;12
C15962;1.922.172.543;1;0;0;0;1.810.839.188;0;0;0;0.166667;5;0;2000;481.087.934;655.365.553;0;12
C15963;1.101.328.772;0.727273;0;0;0;3.061.014.837;0;0;0;0.333333;12;0;3000;649.339.928;432.288.614;0;12
C15965;1.459.534.846;1;0;0;0;1.275.554.446;0;0;0;0.25;6;0;5500;827.318.305;334.942.449;0;12
C15966;2.882.431.664;1;0;0;0;130.714.887;0;0;0;0.166667;2;0;3000;608.839.527;1.240.347.359;0;12
C15967;396.890.847;1;3943.97;3159.53;784.44;0;1;1;1;0;0;43;7500;357.814.443;179.793.545;0.583333;12
C15968;866.363.389;1;4127.83;0;4127.83;0;0.75;0;0.75;0;0;15;7500;477.449.325;4.419.482.273;0.166667;12
C15969;434.932.876;1;933.8;0;933.8;0;1;0;1;0;0;39;2700;253.085.801;168.730.445;0.083333;12
C15970;3.830.916.541;1;4065.66;1681.51;2384.15;2.411.584.248;1;0.333333;1;0.333333;5;36;5000;3.811.271.434;1.169.995.934;0;12
C15971;36.412.211;0.545455;343.56;0;343.56;0;0.454545;0;0.363636;0;0;7;2000;349.484.812;133.622.458;0;11
C15972;69.722.927;0.818182;947.72;0;947.72;0;0.75;0;0.666667;0;0;12;1200;769.133.717;127.904.622;0.666667;12
C15973;45.160.837;0.727273;0;0;0;7.946.115;0;0;0;0.083333;1;0;6500;486.597.254;89.975.046;0;12
C15974;1.295.733.461;1;705.84;620;85.84;0;0.416667;0.083333;0.416667;0;0;8;1500;41.788.231;571.226.809;0;12
C15975;2.421.144.942;1;2685.48;945.1;1740.38;926.579;1;0.5;0.916667;0.166667;3;42;4500;2.010.800.224;576.081.228;0;12
C15976;212.306.148;0.181818;0.7;0.7;0;19.225.936;0.083333;0.083333;0;0.166667;3;1;3500;0;;0;12
C15977;2.716.981.814;1;0;0;0;1.486.243.293;0;0;0;0.416667;5;0;8000;648.230.914;651.277.648;0;12
C15978;2.837.833.628;1;5541.87;1630.6;3911.27;855.232.779;1;0.333333;1;0.166667;2;49;6500;39.097.339;707.239.263;0;12
C15979;7.310.526;0.727273;70;0;70;0;0.666667;0;0.583333;0;0;8;5000;98.099.008;51.285.181;0.454545;12
C15980;4.322.806.448;1;220.5;0;220.5;3.767.104.707;0.416667;0;0.416667;0.916667;25;11;11000;1.170.484.558;1.025.146.444;0;12
C15981;1.105.969.915;1;0;0;0;291.608.512;0;0;0;0.416667;7;0;1200;366.079.307;463.040.434;0;12
C15982;994.231.031;1;487.6;0;487.6;38.690.552;0.75;0;0.75;0.083333;1;9;1000;755.610.568;801.233.778;0;12
C15983;11.896.546;0.363636;86;86;0;0;0.083333;0.083333;0;0;0;1;8000;488.720.214;85.079.975;1;12
C15984;111.438.403;1;1956.43;1423.8;532.63;521.664.369;0.583333;0.083333;0.5;0.083333;3;18;1800;836.108.453;1.238.531.629;0;12
C15985;860.268.175;1;0;0;0;1.974.202.963;0;0;0;0.333333;5;0;2500;749.789.889;292.755.072;0;12
C15986;4.389.759.633;1;473.74;473.74;0;2.462.100.789;0.166667;0.166667;0;0.25;17;7;4500;999.619.739;1.893.402.934;0;12
C15987;4.672.628.863;1;483.02;99;384.02;1.168.493.188;1;0.083333;1;0.166667;2;25;8500;1.476.028.461;1.151.108.962;0;12
C15988;1.649.174.527;1;0;0;0;364.489.187;0;0;0;0.083333;1;0;10000;1.334.151.756;415.982.151;0;12
C15989;179.765.708;1;1628.62;1233.9;394.72;0;1;1;0.75;0;0;36;5000;1.642.917.096;183.307.728;0.583333;12
C15990;406.707.189;1;0;0;0;211.485.981;0;0;0;0.166667;2;0;5000;602.755.235;206.910.997;0;12
C15991;323.801.713;0.333333;0;0;0;1.430.485.333;0;0;0;0.166667;1;0;1500;0;;0;6
C15992;17.049.564;0.636364;2581.01;2082.67;498.34;0;0.333333;0.25;0.166667;0;0;10;4000;1.088.390.376;216.938.095;0;12
